name,date,status,id,equivalent,source
klausur15-1.pdf,14.03.2016,already_present,1COZ-VwAioUM6s_ejP_CdT_2WV5M6W69A,klausur_WS1415.pdf,https://web.archive.org/web/20180328175516if_/http://www.hoever-downloads.fh-aachen.de:80/mathe1/klausuren/klausur15-1.pdf
loes15-1.pdf,14.03.2016,uploaded,1FJliPdWC-ODnLwhcV4FESBsTWvhpxCCQ,loes_WS1415.pdf,https://web.archive.org/web/20180328175559if_/http://www.hoever-downloads.fh-aachen.de:80/mathe1/klausuren/loes15-1.pdf
klausur16-1.pdf,27.03.2017,uploaded,1HJUXfc29F9uj5-UiOA5wfM1ZeI8Iby68,klausur_WS1516.pdf,https://web.archive.org/web/20180329005521if_/http://www.hoever-downloads.fh-aachen.de:80/mathe1/klausuren/klausur16-1.pdf
loes16-1.pdf,27.03.2017,uploaded,1vs7xqkz5DlpRQi07MFW3XTm_g-NWTYS3,loes_WS1516.pdf,https://web.archive.org/web/20180329005527if_/http://www.hoever-downloads.fh-aachen.de:80/mathe1/klausuren/loes16-1.pdf
klausur16-2.pdf,17.07.2017,uploaded,1rm8zwyQl68qTPPlwrjfBDTumDmuwQBX0,klausur_SS16.pdf,https://web.archive.org/web/20180329005536if_/http://www.hoever-downloads.fh-aachen.de:80/mathe1/klausuren/klausur16-2.pdf
